,name,text,id,url,created_at
0,NPR,More than 400 public health and criminal justice experts penned a letter to the CDC urging its immunization advisory committee to vaccinate incarcerated people alongside those in long-term care facilities. https://t.co/yHOPaEvThb @WHYYNews,1342996313009487875,https://whyy.org/articles/advocates-say-incarcerated-homeless-should-rank-high-on-covid-19-vaccine-priority-list/?utm_medium=social&utm_campaign=npr&utm_term=nprnews&utm_source=twitter.com,Sun Dec 27 00:50:47 +0000 2020
0,NPR,"The vaccine helped eradicate polio, made his father world famous, and shaped Peter Salk's own life — he also became a doctor of infectious diseases.

He's following the vaccine news closely and has been hugely impressed by recent developments. https://t.co/Mpt16gtgX0",1343020328839229445,https://www.npr.org/2020/12/26/949763228/from-polio-to-the-covid-vaccine-dr-peter-salk-sees-great-progress?live=1&utm_term=nprnews&utm_source=twitter.com&utm_campaign=npr&utm_medium=social,Sun Dec 27 02:26:13 +0000 2020
0,NPR,"The irony of Nipsey Hussle's untimely death sheds light on the larger backdrop of inequality in his hood: mass supervision in Black communities. @LouderThanARiot reports on Nipsey Hussle, the LAPD And the inescapable trap of gang affiliation. https://t.co/0EjjEJ7AKD",1343031856057507840,https://www.npr.org/2020/12/12/945454343/caught-in-the-system-nipsey-hussle-lapd-affiliation?utm_campaign=npr&utm_medium=social&utm_source=twitter.com&utm_term=nprnews,Sun Dec 27 03:12:01 +0000 2020
0,NPR,"The oldest ice on Earth probably is hiding somewhere in Antarctica, because this frozen continent holds ice that's hundreds of thousands and even millions of years old. Scientists are hoping to find it. https://t.co/1SclV8qDtd",1343045226726883329,https://www.npr.org/2020/12/26/949159524/scientists-have-found-some-truly-ancient-ice-but-now-they-want-ice-thats-even-ol?utm_term=nprnews&utm_source=twitter.com&utm_medium=social&utm_campaign=npr,Sun Dec 27 04:05:09 +0000 2020
0,NPR,U.S. tourists aren't welcome in most countries around the world because of the high number of coronavirus cases surging in the United States. But at least one country is keeping its borders open: Mexico. https://t.co/QCyHfeDjfR,1343050235673792513,https://www.npr.org/2020/12/25/949557976/we-feel-safe-americans-keep-visiting-mexico-despite-pandemic-risks?utm_term=nprnews&utm_source=twitter.com&utm_medium=social&utm_campaign=npr,Sun Dec 27 04:25:03 +0000 2020
0,NPR,"Amid the coronavirus pandemic, people around the world are celebrating a Christmas unlike any other.

Here's what celebrations looked like from around the world. https://t.co/GGZdKQfHh1",1343055283782905857,https://www.npr.org/2020/12/25/950265385/photos-christmas-around-the-world?utm_term=nprnews&utm_source=twitter.com&utm_medium=social&utm_campaign=npr,Sun Dec 27 04:45:07 +0000 2020
0,NPR,"Surfing is a hallmark of Southern California's famous beaches. But soon, people who live in the desert east of Los Angeles will be able to take to the waves themselves without driving to the shore. https://t.co/SnXmv6uZZt",1343068287517782016,https://www.npr.org/2020/12/26/947624242/some-see-desert-as-next-surfing-hotspot?utm_term=nprnews&utm_source=twitter.com&utm_campaign=npr&utm_medium=social,Sun Dec 27 05:36:47 +0000 2020
0,NPR,"Decades before openly gay Americans were legally allowed to serve in the military, Joseph Patton, a gay man, served in silence. He was given an undesirable discharge for being friends with two men who told commanders they were lovers. https://t.co/TIzANKGYPw",1343081590507892736,https://www.npr.org/2020/12/26/949642457/a-gay-veteran-remembers-serving-in-silence?utm_term=nprnews&utm_campaign=npr&utm_source=twitter.com&utm_medium=social,Sun Dec 27 06:29:39 +0000 2020
0,NPR,"Willy Solis never saw himself as an activist. ""I'm an introvert, extreme introvert,"" he said. ""That's my nature.""

But 2020 changed that — like so many other things. https://t.co/TLgpvgYjUE",1343094713130348544,https://www.npr.org/2020/12/26/949788920/how-the-pandemic-turned-an-introvert-into-a-voice-for-gig-workers?utm_medium=social&utm_source=twitter.com&utm_campaign=npr&utm_term=nprnews,Sun Dec 27 07:21:47 +0000 2020
0,NPR,"Experts in infectious diseases, virology and food safety share their tips about how you can go stock up on food and toiletries without picking up the coronavirus. https://t.co/PDEdZPKkBW",1343117505599074309,https://www.npr.org/sections/health-shots/2020/04/12/832269202/no-you-dont-need-to-disinfect-your-groceries-but-here-s-to-shop-safely?utm_medium=social&utm_campaign=npr&utm_source=twitter.com&utm_term=nprnews,Sun Dec 27 08:52:21 +0000 2020
0,NPR,"We really do live on a beautiful planet with beautiful people – check out these photo award winners. 

A contest spokeswoman said they make her “nostalgic” for the pre-pandemic world. https://t.co/LXr7Ziq03x",1343140497833996293,https://www.npr.org/sections/goatsandsoda/2020/11/07/931370313/need-a-reminder-of-how-gorgeous-earth-is-peep-these-photo-award-winners?utm_medium=social&utm_campaign=npr&utm_source=twitter.com&utm_term=nprnews,Sun Dec 27 10:23:43 +0000 2020
0,NPR,"For more than a decade, Lynn Johnson photographed Fred Rogers – on set, and off. She was fiercely committed to documenting the man who could deeply connect with the hearts and minds of children. 

""It was a delight being in his energy field.""
https://t.co/CptAlmuweB",1343163354639163392,https://www.npr.org/sections/pictureshow/2020/02/08/803320785/the-man-behind-mister-rogers-away-from-the-neighborhood-of-make-believe?utm_campaign=npr&utm_medium=social&utm_source=twitter.com&utm_term=nprnews,Sun Dec 27 11:54:33 +0000 2020
0,NPR,"Here's how racial inequity affects U.S. school children, including:

• Black students are more likely to be arrested at school
• Black students are more likely to be suspended
• White school districts get more funding on average than nonwhite ones https://t.co/DXo6STxlFT",1343202061408731137,https://www.npr.org/2020/06/11/875023672/4-ways-racial-inequity-harms-american-school-children?utm_medium=social&utm_source=twitter.com&utm_campaign=npr&utm_term=nprnews,Sun Dec 27 14:28:21 +0000 2020
0,NPR,"RT @wosunews: The lawyer for Andre Hill’s family, @AttorneyCrump, claims that Columbus Police officers tried to align their stories to protect the officer who shot Hill. https://t.co/tveTcDwSX6",1343205051054043137,https://radio.wosu.org/post/attorney-andre-hills-family-accuses-columbus-officers-coordinating-stories#stream/0,Sun Dec 27 14:40:14 +0000 2020
0,NPR,"In a letter asking President Trump for federal assistance, Tennessee's governor noted the Nashville explosion affected over 20 local 911 call centers, residential phone lines and cell service.

So far, Trump has made no mention of the blast on Twitter.
 https://t.co/yIohxxhrJq",1343209020103008256,https://www.npr.org/2020/12/26/950436381/authorities-search-for-nashville-bomber-as-governor-asks-for-emergency-declarati?utm_medium=social&utm_term=nprnews&utm_source=twitter.com&utm_campaign=npr,Sun Dec 27 14:56:00 +0000 2020
0,NPR,"RT @nprpolitics: Without President Trump's signature on the COVID relief bill, two pandemic-related unemployment programs have now come to end: https://t.co/ZIaBJeb6g4",1343209407065305088,https://www.npr.org/sections/coronavirus-live-updates/2020/12/26/950429743/millions-face-loss-of-jobless-benefits-as-trump-withholds-signature-on-relief-bi?utm_medium=social&utm_campaign=politics&utm_source=twitter.com&utm_term=nprnews,Sun Dec 27 14:57:32 +0000 2020
0,NPR,"The latest on the Nashville blast:

—An RV exploded outside an AT&amp;T building
—A recording warned it would explode
—3 injured
—Dozens of buildings damaged
—911 call centers, phone lines and cell service disrupted
—Federal and local authorities investigating https://t.co/OGTFV8anjL",1343218655002243072,https://www.npr.org/2020/12/26/950436381/authorities-search-for-nashville-bomber-as-governor-asks-for-emergency-declarati?utm_source=twitter.com&utm_medium=social&utm_campaign=npr&utm_term=nprnews,Sun Dec 27 15:34:17 +0000 2020
0,NPR,"Karissa Hill, whose father Andre Hill was shot and killed by a Columbus police officer: ""I'm supposed to tell my son to trust these police officers when they're the ones taking these Black people away, innocently."" @WOSUNews
https://t.co/ZN9CicjxcR",1343231738923913217,https://radio.wosu.org/post/attorney-andre-hills-family-accuses-columbus-officers-coordinating-stories?utm_campaign=npr&utm_term=nprnews&utm_source=twitter.com&utm_medium=social#stream/0,Sun Dec 27 16:26:17 +0000 2020
0,NPR,"RT @throughlineNPR: The @USPS played an incredibly important role in this year's election. But, as we learned on this episode, the postal service has played a major role in American history - from the Declaration of Independence to mail-in voting.

#Throughline2020

https://t.co/eaXUmdZfVp",1343234842419453952,https://www.npr.org/2020/09/02/908836752/the-postal-service,Sun Dec 27 16:38:37 +0000 2020
