,text,notes,date
/the-rise-and-fall-of-mcdonalds-ex-ceo-steve-easterbrook-2020-9,Insiders reveal how former McDonald's CEO Steve Easterbrook went from the chain's savior to its worst nightmare as sex-scandal accusations threaten to envelop the fast-food giant,,20200912-0000
/lindsey-graham-mick-mulvaney-begged-trump-not-kill-soleimani-woodward-2020-9,"'This is over the top': Lindsey Graham and Mick Mulvaney begged Trump not to kill Iran's top general, but 4 days later he did it anyway, according to Woodward's new book",,20200912-0000
/prosecutor-resigns-from-barr-john-durham-russia-inquiry-report-2020-9,A veteran DOJ prosecutor has resigned amid reported concerns that Attorney General Barr is trying to force the release of a politically charged report ahead of the election,,20200912-0000
/cannabis-stocks-best-positioned-states-pass-adult-use-recreational-2020-9,"Adult-use marijuana is on the ballot in 4 states, and a top Wall Street analyst lays out which cannabis stocks could get the biggest boost from legalization",,20200912-0000
https://www.businessinsider.com/tb/the-list-of-300-people-transforming-business-in-north-america-2020-9,100 people transforming business in North America,,20200912-0000
/peloton-founder-ceo-john-foley-net-worth-crosses-1-billion-2020-9,"Peloton's surge in popularity tripled its founder's wealth, making him the latest billionaire minted amid the pandemic",,20200912-0000
/epic-games-ceo-tim-sweeney-secret-fortnite-player-2020-9,"The billionaire behind 'Fortnite' has played over 1,600 matches without anyone knowing it was him",,20200912-0000
/a16z-podcast-growth-in-turbulent-times-2020-8,Andreessen Horowitz's a16z podcast: Here's what 'growth' executives say tech entrepreneurs should focus on over the next two years to be successful,,20200912-0000
/supersonic-air-force-one-startup-boom-overture-2020-9,The Boom Overture jet is vying to become the first supersonic Air Force One — here's an early look,,20200912-0000
/chick-fil-a-new-menu-items-brownie-new-coffee-2020-9,"Chick-fil-A is rolling out 3 new menu items, and the launch process reveals what sets it apart from other fast-food rivals",,20200912-0000
/stock-picks-to-buy-30-undervalued-firms-with-strong-fundamentals-2020-9,"Buy these 30 stocks that offer the best bargains for strong sales and earnings growth in a pricey market, Credit Suisse says",,20200912-0000
