,text,notes,date
https://video.foxnews.com/v/6170712767001/,Kellyanne Conway: Biden is plagiarizing Trump’s ‘America First’ plan,,20200711-0000
https://video.foxnews.com/v/6170765104001/,Michael Guillen on Harvard charging full tuition despite having online classes only,,20200711-0000
https://video.foxnews.com/v/6170755150001/,Walid Phares weighs in on Taliban terror attacks,,20200711-0000
https://video.foxnews.com/v/6170729238001/,Robert Ray weighs in on Durham feeling pressured to finish probe,,20200711-0000
https://video.foxnews.com/v/6170706627001/,"Judge Jeanine on judge refusing to dismiss Michael Flynn case, SCOTUS rulings",,20200711-0000
https://video.foxnews.com/v/6170713439001/,Deroy Murdock reacts to Pelosi refusing to condemn toppling of statues: ‘Not surprising’,,20200711-0000
https://video.foxnews.com/v/6170680329001/,"Lawrence Jones on Biden teaming up with Bernie, Kanye West showing fans how to vote",,20200711-0000
https://video.foxnews.com/v/6170605976001/,"Trump on violence in liberal cities, 'brainwashed' Joe Biden, response to COVID crisis",,20200711-0000
https://www.foxnews.com/politics/president-trump-expected-commute-roger-stone-sentence,"Trump expected to commute Roger Stone sentence, as court says he must report to prison Tuesday",,20200711-0000
https://www.foxnews.com/opinion/tucker-carlson-roger-stone-case-is-about-left-wanting-to-send-political-enemies-to-jail,Tucker Carlson: Roger Stone case is about the left wanting to send political enemies to jail,,20200711-0000
https://www.foxnews.com/politics/facebook-says-it-took-down-network-affiliated-with-roger-stone-that-included-fake-accounts,Facebook says it took down network affiliated with Roger Stone that included fake accounts,,20200711-0000
https://www.foxnews.com/politics/roger-stone-praying-for-clemency,"Roger Stone is 'praying' for clemency from Trump, days before he is set to report to prison",,20200711-0000
https://www.foxnews.com/politics/roger-stone-sentencing,"Roger Stone sentenced to 3 years for lying, witness tampering as case roils DOJ",,20200711-0000
https://www.foxnews.com/us/armys-captain-america-dies-by-suicide-after-nearly-dozen-combat-tours,Army's 'Captain America' dies by suicide after nearly a dozen combat tours,,20200711-0000
https://www.foxnews.com/media/folds-of-honor-fox-nation-dan-rooney-veteran-charity,Air Force lieutenant colonel started veterans' charity after witnessing disrespect for fallen hero,,20200711-0000
https://www.foxnews.com/politics/trump-administration-reduce-high-suicide-rates-campaign,Trump administration launches new campaign to reduce high suicide rates,,20200711-0000
https://www.foxnews.com/world/chinese-virologist-coronavirus-cover-up-flee-hong-kong-whistleblower,EXCLUSIVE: Chinese virologist accuses Beijing of COVID cover-up after escape,,20200711-0000
https://www.foxnews.com/world/coronavirus-china-beijing-xinfadi-market-lockdown-virus-highest-daily-total-two-months,"Coronavirus cases linked to Beijing market climbs to 36, China sees highest daily total in 2 months",,20200711-0000
https://www.foxnews.com/world/8000-chinese-nationals-came-into-us-after-trump-travel-ban-coronavirus,"Up to 8,000 Chinese nationals came into US after Trump banned travel due to coronavirus: AP",,20200711-0000
https://www.foxbusiness.com/politics/second-stimulus-check-smaller-targeted-lower-income-jobless,"White House reveals details on second stimulus check, back-to-work bonus",,20200711-0000
https://www.foxnews.com/media/academics-journalists-blast-harpers-cancel-culture-critics,The left turns on their own in growing battle over free speech,,20200711-0000
https://www.foxnews.com/us/army-secretary-announces-independent-review-command-culture-following-army-secretary-announces-independent-review-of-command-culture-following-vanessa-guillen-death,"Army launches investigations after uproar over murder of Fort Hood soldier, who was allegedly sexually harassed by her killer",,20200711-0000
https://www.foxnews.com/us/retired-law-enforcement-officers-protect-police-pac,"Retired cops say they couldn't 'watch spineless politicians turn their backs on the police' so they're taking action, here's how",,20200711-0000
https://www.foxnews.com/us/videos-houston-officer-arrest-neck,Houston man seen on video helping police handcuff suspect; chief says 'training video for society',,20200711-0000
https://www.foxnews.com/politics/trump-dems-party-of-socialism-and-worse-florida,"Trump declares Dems ‘party of socialism and worse’, what he says Republican party represents instead",,20200711-0000
https://www.foxnews.com/media/msnbc-bashed-mt-rushmore-when-trump-spoke-there-but-previously-used-it-for-backdrop-in-promo,"MSNBC bashed Mt. Rushmore when Trump spoke there, but previously used it for backdrop in promo",,20200711-0000
https://www.foxnews.com/politics/us-army-investigating-handout-white-supremacy,"US Army probes handout labeling ‘Make America Great Again,’ term of White supremacy",,20200711-0000
https://www.foxnews.com/us/us-marine-corps-base-reports-coronavirus-infections,US Marine Corps base in Okinawa reports coronavirus infections,,20200711-0000
https://www.foxnews.com/media/larry-kudlow-four-things-keep-america-open,"Trump admin lays out 'four things every citizen should do' to ensure schools, businesses stay open",,20200711-0000
https://www.foxnews.com/tech/university-of-houston-researches-create-heated-air-filter-that-can-kill-coronavirus-instantly,"Researchers create heated air filter that's 'basically a high-performance COVID-19 killer', so how hot are we talking?",,20200711-0000
https://www.foxnews.com/weather/tropical-storm-flooding-atlantic-new-england,"Tropical Storm Fay brings rain, flooding to mid-Atlantic and parts of New England",,20200711-0000
https://www.foxnews.com/media/jesse-watters-joe-biden-no-sense-direction,Jesse Watters compares Biden to erratic driver: 'No sense of direction... will go wherever you tell him',,20200711-0000
https://www.foxnews.com/opinion/michael-flynn-appeal-gregg-jarrett,GREGG JARRETT: Biased anti-Flynn rogue judge exceeds authority by refusing to dismiss wrongful charges,,20200711-0000
https://www.foxnews.com/media/ayaan-hirsi-ali-ilhan-omar-no-revolution,Somalia-born human rights activist blasts Rep. Omar: 'Why flee from Mogadishu [and] turn Minnesota and the US into Mogadishu?',,20200711-0000
https://www.foxnews.com/politics/georiga-gop-candidate-demands-opponent-apologize-for-illegal-immigrant-ad-claims,Georgia GOP congressional race gets personal over illegal immigrant ad claims,,20200711-0000
https://www.foxnews.com/us/all-lives-matter-sign-melrose-investigated,Melrose police investigate 'all lives matter' traffic sign: report,,20200711-0000
https://www.foxnews.com/politics/michigan-rep-elissa-slotkin-biden-trump-polls,Michigan Rep. Elissa Slotkin warns Dems about polls favoring Biden: The Trump vote is 'fundamentally undercounted',,20200711-0000
https://www.foxnews.com/media/retired-nypd-sergeant-outlook-nypd,An uptick in NYPD retirements and a canceled police cadet class 'could spell disaster for the city',,20200711-0000
https://www.foxnews.com/sports/mark-cuban-mavericks-social-message-jerseys,Mark Cuban reveals how he feels about Mavericks' jerseys showcasing a social message on them,,20200711-0000
https://www.foxnews.com/us/florida-police-department-cops-non-violent-calls,"This Florida city won’t send cops to respond to non-violent calls, here's who they'll send instead",,20200711-0000
https://www.foxnews.com/media/tony-dungy-cnn-don-lemon-jesus-bible,NFL legend Tony Dungy says nobody who 'believes the Bible’ would agree with CNN host Don Lemon,,20200711-0000
https://www.foxnews.com/us/illinois-costco-shopper-coronavirus-mask,"Costco shopper spits in man's face for removing mask while exiting store, what she allegedly told the man as she did it",,20200711-0000
