,text,notes,date
/biden-trump-jr-pedophilia-obamagate-its-sick-yahoo-town-hall-013244866.html,'Sick': Biden blasts Trump Jr.'s pedophilia 'joke'Joe Biden for the first time addressed an insinuation by Donald Trump Jr. that he was an abuser of children.His take on 'Obamagate' conspiracy »,,20200521-0000
/can-social-bubbles-offer-safe-relief-from-lockdown-loneliness-194944214.html,Can 'social bubbles' offer lockdown loneliness relief?,,20200521-0000
/biden-says-america-doesnt-have-a-food-shortage-problem-we-have-a-leadership-problem-235352311.html,Biden rips Trump: America has 'a leadership problem',,20200521-0000
/members-reject-trumps-demands-agree-122152966.html,WHO members reject Trump demands but agree on this,,20200521-0000
/trumps-obamagate-conspiracy-theory-just-211509470.html,Trump's 'Obamagate' conspiracy theory just got blown to pieces,,20200521-0000
/flynn-lawyers-seek-dismissal-trump-135000980.html,Flynn’s lawyers seek dismissal as Trump pushes ‘Obamagate’ conspiracy theoryThe Independent,,20200521-0000
/group-gop-state-ags-calls-144927130.html,Group of GOP state AGs calls on judge to dismiss Flynn caseYahoo News Video,,20200521-0000
/police-officer-tried-stun-gun-172900340.html,A police officer tried to use stun gun on Ahmaud Arbery in 2017,,20200521-0000
/walter-barton-put-death-missouri-020357526.html,"Walter Barton put to death in Missouri for 1991 murder, the first US execution during the coronavirus outbreak",,20200521-0000
/missouri-set-carry-first-us-execution-since-pandemic-194706322.html,Missouri carries out first US execution since pandemic beganAFP,,20200521-0000
/walter-barton-missouri-man-executed-002712051.html,Walter Barton: Missouri man executed for murder despite two overturned convictionsThe Telegraph,,20200521-0000
/life-threatening-flood-submerges-central-172112468.html,"Michigan flooding forces thousands to flee, threatens chemical plant",,20200521-0000
/residents-evacuated-flooded-apartment-building-235400146.html,Residents evacuated from flooded apartment building as rains raise rivers in IllinoisWGN - Chicago,,20200521-0000
/catastrophic-floods-force-thousands-evacuate-065916000.html,Catastrophic floods force thousands to evacuate after dams collapseABC News Videos,,20200521-0000
/assad-seizes-assets-wealthy-cousin-125253741.html,Assad seizes assets of wealthy cousin after he issued rare public appeal for debt relief,,20200521-0000
/syria-seizes-assets-assad-cousin-203441539.html,Syria seizes assets of Assad cousin and business magnate Rami MakhloufLA Times,,20200521-0000
/syrian-government-seizes-assets-assad-110740306.html,Syrian government orders seizure of assets of Assad's cousin MakhloufReuters,,20200521-0000
/auschwitz-renovation-uncovers-objects-hidden-prisoners-152356774.html,Auschwitz renovation uncovers objects hidden by prisoners,,20200521-0000
/florida-partygoers-throw-bottles-police-104921446.html,Florida partygoers throw bottles at police at massive weekend event,,20200521-0000
/carlos-ghosn-us-ex-green-153135216.html,Carlos Ghosn: US ex-Green Beret and son arrested over escape from Japan,,20200521-0000
/ex-green-beret-son-arrested-143956709.html,Ex-Green Beret and son arrested over Carlos Ghosn's escape from JapanThe Telegraph,,20200521-0000
/us-arrests-2-men-accused-141623181.html,2 accused of smuggling ex-Nissan boss out of Japan in a boxAssociated Press,,20200521-0000
/us-birth-rate-fallen-lowest-165800894.html,"The US birth rate has fallen to the lowest in 35 years, and experts worry we could face a 'demographic time bomb'",,20200521-0000
/senate-panel-approves-subpoena-hunter-174848954.html,Senate panel approves subpoena in Hunter Biden probe,,20200521-0000
/sen-graham-plans-vote-subpoena-010642032.html,Sen. Graham plans vote to subpoena Russia probe officialsAssociated Press,,20200521-0000
/republican-led-u-senate-panel-162842866.html,Republican-led U.S. Senate panel backs subpoena in Hunter Biden probeReuters,,20200521-0000
/4-modern-places-worship-elevate-191738682.html,4 Modern Places of Worship That Elevate Architecture,,20200521-0000
