,text,notes,date
/article/us-usa-election-trump-fundraising-insigh/donations-under-8k-to-trump-election-defense-instead-go-to-president-rnc-idUSKBN27R309,Trump may be misleading donors solicited for 'election defense fund',,20201112-0000
/article/us-usa-election/trump-presses-on-with-uphill-legal-struggle-hoping-to-overturn-biden-victory-idUSKBN27R0JP,Trump presses on with uphill legal struggle hoping to overturn Biden victory,,20201112-0000
/article/us-usa-election-stock-performance/how-the-u-s-stock-market-has-treated-new-presidents-idUSKBN27R2O1,How the U.S. stock market has treated new presidents,,20201112-0000
/article/us-usa-election-lebanon-hezbollah/lebanons-hezbollah-chief-gloats-over-trumps-humiliating-downfall-in-u-s-election-idUSKBN27R2UN,Lebanon's Hezbollah chief gloats over Trump's 'humiliating downfall',,20201112-0000
/article/us-usa-election-senate-sullivan/sullivan-wins-re-election-in-alaska-taking-u-s-senate-battle-down-to-georgia-idUSKBN27R22F,"Sullivan wins re-election in Alaska, taking U.S. Senate battle down to Georgia",,20201112-0000
/article/us-usa-markets-election/wall-street-is-not-overly-worried-trump-can-overturn-election-idUSKBN27R2IL,Wall Street is not overly worried Trump can overturn election,,20201112-0000
/article/us-tech-antitrust-google/tech-companies-tied-to-u-s-lawsuit-against-google-ask-judge-to-extend-protective-order-deadline-idUSKBN27R34P,Tech companies tied to U.S. lawsuit against Google ask judge to extend protective order deadline,,20201112-0000
/article/us-yemen-security-un/countdown-to-catastrophe-in-yemen-as-u-n-warns-of-famine-again-idUSKBN27R2VO,'Countdown to catastrophe' in Yemen as U.N. warns of famine - again,,20201112-0000
/article/us-health-coronavirus-argentina/argentinas-president-ministers-in-preventative-isolation-after-coronavirus-contact-idUSKBN27R36A?il=0,"Argentina's president, ministers in preventative isolation after coronavirus contact",,20201112-0000
/article/us-usa-election/trump-presses-on-with-uphill-legal-struggle-hoping-to-overturn-biden-victory-idUSKBN27R0JP?il=0,Trump presses on with uphill legal struggle hoping to overturn Biden victory,,20201112-0000
/article/us-usa-tiktok/u-s-treasury-seeks-resolution-with-bytedance-on-security-concerns-idUSKBN27R35A?il=0,U.S. Treasury seeks 'resolution' with ByteDance on security concerns,,20201112-0000
/article/us-japan-usa-talks/japan-pm-suga-u-s-president-elect-biden-phone-talks-start-kyodo-idUSKBN27R35U?il=0,"Japan PM Suga, U.S. President-elect Biden phone talks start: Kyodo",,20201112-0000
/article/us-saudi-king-iran/saudi-king-urges-world-to-take-decisive-stance-against-saudis-regional-foe-iran-idUSKBN27R2ZU?il=0,Saudi king urges world to take 'decisive stance' against Saudi's regional foe Iran,,20201112-0000
/article/us-britain-politics-cain/long-term-ally-of-uk-pm-johnson-resigns-in-sign-of-tension-idUSKBN27R2YH?il=0,Long-term ally of UK PM Johnson resigns in sign of tension,,20201112-0000
/article/us-hongkong-security/hong-kong-pro-democracy-lawmakers-to-resign-as-beijing-moves-to-quash-opposition-idUSKBN27R0CO?il=0,Hong Kong pro-democracy lawmakers to resign as Beijing moves to quash opposition,,20201112-0000
/article/us-hongkong-security-germany/germany-criticizes-china-for-dismissal-of-hong-kong-opposition-lawmakers-idUSKBN27R2OK?il=0,Germany criticizes China for dismissal of Hong Kong opposition lawmakers,,20201112-0000
/article/us-singles-day-alibaba/alibabas-singles-day-sales-top-74-billion-planned-rules-hit-shares-idUSKBN27Q2HX?il=0,"Alibaba's Singles Day sales top $74 billion, planned rules hit shares",,20201112-0000
/article/us-usa-election-georgia-recount-raffenpe/republican-georgia-secretary-of-state-says-no-sign-of-widespread-fraud-in-vote-count-idUSKBN27R33P?il=0,Republican Georgia secretary of state says no sign of widespread fraud in vote count,,20201112-0000
/article/us-peru-politics/perus-new-pm-pledges-stability-as-political-turmoil-threatens-recovery-idUSKBN27R2JD?il=0,Peru's new PM pledges stability as political turmoil threatens recovery,,20201112-0000
/article/us-tech-antitrust-google/tech-companies-tied-to-u-s-lawsuit-against-google-ask-judge-to-extend-protective-order-deadline-idUSKBN27R34P?il=0,Tech companies tied to U.S. lawsuit against Google ask judge to extend protective order deadline,,20201112-0000
/article/us-usa-election-imf/imf-eyes-relationship-reset-with-biggest-shareholder-after-biden-win-idUSKBN27R34H?il=0,IMF eyes relationship reset with biggest shareholder after Biden win,,20201112-0000
/article/us-health-coronavirus-brazil/brazil-registers-544-new-coronavirus-deaths-idUSKBN27R343?il=0,Brazil registers 544 new coronavirus deaths,,20201112-0000
/article/us-health-coronavirus-france-casualties/france-reports-35879-new-coronavirus-cases-overtakes-russia-idUSKBN27R2OW?il=0,"France reports 35,879 new coronavirus cases, overtakes Russia",,20201112-0000
/article/us-saudi-security-yemen/saudi-led-coalition-intercepts-two-explosive-laden-boats-in-southern-red-sea-state-tv-idUSKBN27R2TD?il=0,Saudi-led coalition intercepts two explosive-laden boats in southern Red Sea: state TV,,20201112-0000
/article/us-saudi-security-yemen-houthi/saudi-led-coalition-destroys-two-houthi-drones-saudi-idUSKBN27R33O?il=0,Saudi-Led coalition destroys two Houthi drones: Saudi,,20201112-0000
/article/us-britain-security/british-police-detain-man-after-car-crashes-into-police-station-idUSKBN27R2V3?il=0,British police detain man after car crashes into police station,,20201112-0000
/article/us-usa-election-senate-sullivan/sullivan-wins-re-election-in-alaska-taking-u-s-senate-battle-down-to-georgia-idUSKBN27R22F?il=0,"Sullivan wins re-election in Alaska, taking U.S. Senate battle down to Georgia",,20201112-0000
/article/us-usa-election-trump-fundraising-insigh/donations-under-8k-to-trump-election-defense-instead-go-to-president-rnc-idUSKBN27R309?il=0,"Donations under $8K to Trump ‘election defense’ instead go to president, RNC",,20201112-0000
/article/us-health-coronavirus-turkey/turkey-bans-smoking-in-public-areas-amid-surge-of-covid-19-patients-idUSKBN27R2QQ,Turkey bans smoking in public areas amid surge of COVID-19 patients,,20201112-0000
/article/us-health-coronavirus-usa/new-york-governor-issues-new-restrictions-as-u-s-grim-records-mount-idUSKBN27R2PG,New York governor issues new restrictions as U.S. grim records mount,,20201112-0000
/article/us-health-coronavirus-italy-tally/italy-surpasses-the-1-million-covid-mark-joins-top-10-worst-hit-countries-reuters-tally-idUSKBN27R2C1,"Italy surpasses the 1 million COVID mark, joins top 10 worst-hit countries: Reuters tally",,20201112-0000
/article/us-usa-tiktok/u-s-treasury-seeks-resolution-with-bytedance-on-security-concerns-idUSKBN27R35A,U.S. Treasury seeks 'resolution' with ByteDance on security concerns,,20201112-0000
/article/us-usa-stocks/nasdaq-closes-higher-with-technology-stocks-back-in-favor-idUSKBN27R1I5,Nasdaq closes higher with technology stocks back in favor,,20201112-0000
/article/us-usa-election-social-media/facebook-swamped-with-misinformation-extends-post-election-u-s-political-ad-ban-idUSKBN27R23Y,"Facebook, swamped with misinformation, extends post-election U.S. political ad ban",,20201112-0000
/article/us-armenia-azerbaijan/armenian-parliament-fails-to-discuss-pms-resignation-after-nagorno-karabakh-ceasefire-idUSKBN27R1EG,Armenian parliament fails to discuss PM's resignation after Nagorno-Karabakh ceasefire,,20201112-0000
/article/us-pfizer-albert-bourla-stake/pfizer-ceo-made-5-6-million-stock-sale-on-same-day-as-covid-19-vaccine-update-filing-idUSKBN27R1Z5,Pfizer CEO made $5.6 million stock sale on same day as COVID-19 vaccine update: filing,,20201112-0000
/article/us-pope-abuse-mccarrick-pope/after-mccarrick-report-pope-vows-to-uproot-evil-of-clerical-sexual-abuse-idUSKBN27R114,"After McCarrick report, pope vows to 'uproot evil' of clerical sexual abuse",,20201112-0000
