,text,notes,date
/tags/covid-19/,COVID-19 global dataConfirmed cases:  Recoveries:  Deaths:,,20200629-0000
/us/202006281079740127-president-trump-dismisses-reports-of-alleged-attack-on-us-troops-in-afghanistan-by-russians/,"Trump Bashes 'Fake News NY Times', Denies 'Attacks on US Troops in Afghanistan by Russians'",,20200629-0000
/us/202006281079742126-trump-tax-cuts-architect-says-nancy-pelosi-will-be-bidens-co-president-if-he-wins/,Trump Tax Cuts Architect Says Nancy Pelosi Will Be Biden’s ‘Co-President’ if He Wins,,20200629-0000
/business/202006281079741233-brussels-warns-it-may-restrict-chinese-investment-in-europe-absent-more-symmetry-in-market-access/,Brussels Warns It May Restrict Chinese Investment in EU Unless Beijing Does More to Open Its Markets,,20200629-0000
/us/202006281079741215-retweet-of-video-showing-person-saying-white-power-disappears-from-trumps-twitter-account/,White House: Trump Did Not Hear 'White Power' Chant in Now-Deleted Video Retweet,,20200629-0000
/us/202006281079741472-orange-county-democrats-call-to-rename-john-wayne-airport-over-late-actors-racist-statements/,Orange County Democrats Call to Rename John Wayne Airport Over Late Actor's 'Racist' Statements,,20200629-0000
/europe/202006281079743014-eu-states-to-review-list-of-countries-to-reopen-external-borders-with-on-monday/,EU States to Review List of Countries to Reopen External Borders With on Monday,,20200629-0000
/us/202006281079742771-pelosi-says-federal-mandate-on-wearing-masks-in-us-is-long-overdue/,Pelosi Says Federal Mandate on Wearing Masks in US Is 'Long Overdue',,20200629-0000
/science/202006281079742975-off-nominal-levels-of-toxic-benzene-first-detected-at-international-space-station-in-april---report/,Off-Nominal Levels of Toxic Benzene First Detected at International Space Station in April - Report,,20200629-0000
/europe/202006281079742850-le-pen-announces-partys-victory-at-french-municipal-elections/,Le Pen Announces Party's Victory at French Municipal Elections,,20200629-0000
/uk/202006281079742672-north-carolina-speedway-loses-partnerships-over-bubba-rope-adverts/,North Carolina Speedway Loses Partnerships Over 'Bubba Rope' Adverts,,20200629-0000
/us/202006281079742901-california-closing-bars-as-coronavirus-infection-spreads-governor-newsom-says/,"California Closing Bars as Coronavirus Infection Spreads, Governor Newsom Says",,20200629-0000
/europe/202006281079742654-mayor-of-paris-anne-hidalgo-reelected-in-second-round-of-vote/,Mayor of Paris Anne Hidalgo Reelected in Second Round of Vote,,20200629-0000
/asia/202006281079742611-nine-taliban-militants-killed-during-clashes-in-afghan-province-of-paktia/,Nine Taliban Militants Killed During Clashes in Afghan Province of Paktia,,20200629-0000
/europe/202006281079742253-bones-of-historical-figures-guillotined-during-french-revolution-discovered-in-walls-of-paris/,Bones of Historical Figures Guillotined During French Revolution Discovered in Walls of Paris Chapel,,20200629-0000
/europe/202006281079742465-polands-duda-opposition-candidate-trzaskowski-win-1st-round-of-presidential-election/,"Poland's Duda, Opposition Candidate Trzaskowski Win 1st Round of Presidential Election",,20200629-0000
/world/202006281079742477-facebook-ad-boycott-organizers-want-companies-in-europe-asia-to-join-campaign/,"Facebook Ad Boycott Organizers Want Companies in Europe, Asia to Join Campaign",,20200629-0000
/uk/202006281079741393-pro-brexit-think-tank-pushes-johnson-to-pursue-trade-with-asian-democracies-not-china-and-eu-/,"Pro-Brexit Think Tank Pushes Johnson to Pursue Trade With Asian 'Democracies', not China and EU",,20200629-0000
/latam/202006281079742424-brazilian-politician-caught-sniffing-womens-panties-during-online-conference/,Brazilian Politician Caught Sniffing Women's Panties During Online Conference,,20200629-0000
/us/202006281079742411-pepsico-joins-growing-advertising-boycott-of-social-media-site-facebook-reports-suggest/,"PepsiCo Joins Growing Advertising Boycott of Social Media Site Facebook, Reports Suggest",,20200629-0000
/europe/202006281079742352-icelandic-president-johannesson-wins-second-term-gaining-922-of-vote-in-election/,Icelandic President Johannesson Wins Second Term Gaining 92.2% of Vote in Election,,20200629-0000
/world/202006281079742293-chinese-outlet-names-three-chief-weaknesses-of-russian-brides/,Chinese Outlet Names 'Three Chief Weaknesses' of Russian Brides,,20200629-0000
/india/202006271079735185-indian-doctor-shares-video-of-pink-nosed-kitten-casually-dozing-off-in-happy-baby-yoga-pose/,Indian Doctor Shares Video of Pink-Nosed Kitten Casually Dozing Off in ‘Happy Baby’ Yoga Pose,,20200629-0000
/military/202006271079735647-iran-unveils-new-domestically-produced-armoured-personnel-carrier-drone-machine-gun--video/,"Iran Unveils New Domestically-Produced Armoured Personnel Carrier, Drone, Machine Gun – Video",,20200629-0000
/europe/202006271079733823-eu-should-reflect-on-possible-us-withdrawal-from-role-of-world-leader-angela-merkel-says/,"EU Should 'Reflect' on Possible US Withdrawal From 'Role of World Leader', Angela Merkel Says",,20200629-0000
/military/202006271079733684-watch-american-planes-intercepted-by-russian-su-30-over-black-sea/,Watch American Planes Intercepted by Russian Su-30 Over Black Sea,,20200629-0000
/military/202006271079733629-state-of-the-art-uniform-for-royal-marines-unveiled/,State-of-the-Art Uniform for UK Royal Marines Unveiled,,20200629-0000
/russia/202006281079741141-putin-shares-his-thoughts-on-speculation-about-the-origins-of-covid-19/,Putin Shares His Thoughts on Speculation About the Origins of COVID-19,,20200629-0000
/middleeast/202006271079736833-saudi-arabia-says-it-fired-warning-shots-at-iranian-boats-that-refused-to-stop/,Saudi Arabia Says it Fired Warning Shots at Iranian Boats That Refused to Stop,,20200629-0000
/environment/202006271079735590-a-decade-of-sun-nasa-releases-10-year-time-lapse-footage-of-solar-cycle/,'A Decade of Sun': NASA Releases 10-Year Time-Lapse Footage of Solar Cycle,,20200629-0000
/asia/202006281079740608-nyts-russia-funded-taliban-article-how-cia-supported-afghan-jihadis-documented/,"NYT’s ‘Russia Funded Taliban’ Article: How CIA Supported Afghan Jihadis, Documented",,20200629-0000
/world/202006281079738642-coronavirus-live-updates-global-case-total-tops-96-mln/,"COVID-19 Live Updates: Over 500,000 Coronavirus Deaths Confirmed Globally - Johns Hopkins University",,20200629-0000
/uk/202006281079741769-petition-to-fire-uk-prof-over-white-lives-dont-matter-tweet-removed-from-changeorg-report-says-/,"Petition to Fire UK Prof Over 'White Lives Don’t Matter' Tweet Removed From Change.org, Report Says",,20200629-0000
/uk/202006281079741781-mark-sedwill-resigns-as-uk-cabinet-secretary-and-national-security-adviser/,Mark Sedwill Resigns as UK Cabinet Secretary and National Security Adviser,,20200629-0000
/analysis/202006281079741191-glasgow-stabbings-authorities-sought-profit-while-taking-in-more-asylum-seekers-katie-hopkins-says/,"Glasgow Stabbings: Authorities Sought Profit While Taking in More Asylum Seekers, Katie Hopkins Says",,20200629-0000
/middleeast/202006281079741292-egyptian-belly-dancer-gets-three-year-jail-term-for-sexually-aggressive-tiktok-videos/,Egyptian Belly Dancer Gets Three-Year Jail Term for 'Sexually Aggressive' TikTok Videos,,20200629-0000
/military/202006281079741543-iran-creates-rocket-launcher-anti-tank-missile-sniper-rifle-to-save-on-arms-imports--photo-video/,"Iran Creates Rocket Launcher, Anti-Tank Missile, Sniper Rifle to Save on Arms Imports – Photo, Video",,20200629-0000
/columnists/202006271079736434-glasgow-stabbing-incident--report-the-facts-avoid-the-fiction/,Glasgow Stabbing Incident – Report the Facts Avoid the Fiction,,20200629-0000
/columnists/202006261079730710-sack-dick/,Sack Dick!,,20200629-0000
/columnists/202006261079727961-in-the-uk-of-2020-people-going-to-the-seaside-on-the-hottest-day-of-the-year-is-a-major-incident/,In the UK of 2020 People Going to the Seaside on the Hottest Day of the Year is 'a Major Incident',,20200629-0000
/columnists/202006231079697291-china-right-on-nukes/,China Right on Nukes,,20200629-0000
/videoclub/202006281079739964-cute-puppies-in-watermelons/,Cute Puppies Go for a Swing in Watermelons,,20200629-0000
