,text,notes,date
/usa/510772-human-remains-nashville-explosion/,‘Possible’ human remains found near ‘intentional blast’ site in Nashville,,20201226-0000
/news/510768-new-infectious-covid-strain-coronavirus/,Contagious and mutated: What we know about the NEW coronavirus strain – and how much you need to worry,,20201226-0000
/usa/510771-nashville-explosion-communications-down/,"Flights grounded, 911 services down amid widespread communications outages after blast damages AT&T building in Nashville",,20201226-0000
/usa/510770-trump-biden-merry-christmas-covid/,Media hammers Trump... for delivering SAME Christmas message as Biden,,20201226-0000
/uk/510769-covid-instant-immunity-astrazeneca/,Instant immunity? UK scientists test drug to prevent people exposed to Covid-19 from catching disease via rapid antibodies boost,,20201226-0000
/usa/510765-nashville-explosion-warning-video/,‘This area must be evacuated now’: CCTV VIDEO of Nashville explosion captures chilling audio WARNING before devastating blast,,20201226-0000
/op-ed/510759-deepfake-queen-christmas-speech/,A deepfake Queen is more truthful than the real one – how ironic!,,20201226-0000
/sport/510745-mo-salah-christmas-message/,Liverpool star Mo Salah bombarded with hate-filled replies after posting family Christmas message,,20201226-0000
/russia/510764-historian-sokolov-murder-jail-sentence/,Infamous St Petersburg historian who shot & dismembered young lover gets over 12 years in jail,,20201226-0000
/usa/510757-nashville-explosion-intentional-act/,Nashville explosion was ‘an intentional act’ – police,,20201226-0000
/uk/510735-eu-uk-scotland-trade-deal-winners/,"Both Britain & EU say post-Brexit agreement is a great deal! Now Scotland, Ireland and Wales want in on the action",,20201226-0000
/op-ed/510760-britain-brexit-trade-deal/,"Never mind the nitpickers – Britain came out on top in the £660bn Brexit trade deal, winning hands down on areas that matter most",,20201226-0000
/op-ed/510452-2020-top-virtue-signalers-entertainment/,"RT presents The WOKIES: 2020’s top virtue signalers, ENTERTAINMENT edition",,20201226-0000
/russia/510767-pashinyan-armenia-snap-election/,Armenian PM Pashinyan says ready to step down – if people vote him out in snap parliamentary election,,20201226-0000
/russia/510752-navalny-associate-raided-police/,Moscow police question Navalny associate Sobol over claims she 'violently' broke into apartment of alleged FSB poison team member,,20201226-0000
/news/510753-reuters-genz-affected-coronavirus/,"‘How they manage to keep going is incredible’: No K-pop concerts left Gen Z ‘SCARRED’ by pandemic, says Reuters",,20201226-0000
/usa/510755-nashville-tennessee-vehicle-explosion/,"Huge explosion wakens Nashville, Tennessee on Christmas morning (VIDEOS)",,20201226-0000
/russia/510758-army-chief-defense-costs/,The real Gerasimov Doctrine: Russian Army chief says Moscow won't be drawn into arms race as Kremlin looks to cut defense costs,,20201226-0000
/russia/510756-karelia-river-fish-slaughter/,River of blood: Russia to investigate over ecology concerns after Karelian water turns red due to slaughter at local fish farm,,20201226-0000
https://youtu.be/AiUJnNlkwWs,,,20201226-0000
/sport/510676-kazakh-bodybuilder-sex-doll-broken/,Kazakh bodybuilder who married sex doll reveals agony as she is 'broken' just before Christmas,,20201226-0000
/sport/510766-chimaev-mcgregor-ufc-fight-island/,"‘If I see him, something will happen’: Khamzat Chimaev jokes UFC will need to ‘hide’ Conor McGregor from him on Fight Island",,20201226-0000
/sport/510746-italian-tennis-player-lingerie/,Christmas cracker: Italian tennis ace scores Insta-win with seasonal snap in sexy lingerie (PHOTOS),,20201226-0000
/usa/510726-spacey-christmas-suicide-video/,'Is it Ghislaine Maxwell?' Kevin Spacey sends Twitter into frenzy with Christmas video about friends who 'contemplated suicide',,20201226-0000
/russia/510740-central-siberia-record-cold-december/,"Siberia braces for close to record-breaking cold over New Year, with temperatures predicted to hit freezing -50 degrees",,20201226-0000
/news/510719-neil-degrasse-tyson-reindeer-misgendered/,"Santa ‘misgendered’ his reindeers, astrophysicist Neil deGrasse Tyson announces, confusing Twitter users on Christmas",,20201226-0000
